vb_vf_national_precinct_code,randomization_block,treatment
FL_HILLSBOROUGH_137,84,1
FL_POLK_223,2328,0
FL_MIAMI-DADE_115,1971,0
FL_INDIAN RIVER_0026,1049,0
FL_ORANGE_000430,1145,0
FL_ORANGE_000426,1230,0
FL_BROWARD_00A008,2180,1
FL_PALM BEACH_8610,1770,0
FL_SARASOTA_115,2315,1
FL_PUTNAM_25,2499,0
FL_PINELLAS_527,644,0
FL_SUMTER_120,2349,0
FL_ORANGE_000507,605,0
FL_MIAMI-DADE_321,468,1
FL_BREVARD_217,722,1
FL_MARION_4220,531,0
FL_PALM BEACH_1739,740,0
FL_ORANGE_000229,1184,1
FL_PALM BEACH_1715,371,0
FL_HILLSBOROUGH_948,2676,0
FL_PALM BEACH_8930,711,0
FL_LAKE_0550,302,0
FL_MARTIN_10,2271,0
FL_ST JOHNS_405,2013,0
FL_LEE_212,456,0
FL_MIAMI-DADE_795,111,1
FL_MANATEE_513,143,1
FL_POLK_539,771,0
FL_MIAMI-DADE_614,1647,0
FL_SEMINOLE_032,1050,1
FL_COLLIER_204,311,0
FL_MIAMI-DADE_113,2642,1
FL_LEON_3502,2646,1
FL_VOLUSIA_409,250,0
FL_DUVAL_01211,2610,1
FL_MIAMI-DADE_011,1424,0
FL_LEE_412,59,0
FL_HIGHLANDS_23,550,0
FL_PUTNAM_19,2717,0
FL_DUVAL_00207,793,1
FL_OSCEOLA_2004,1947,1
FL_COLLIER_305,1295,0
FL_HILLSBOROUGH_373,2446,1
FL_MIAMI-DADE_207,777,0
FL_MIAMI-DADE_673,1929,0
FL_MANATEE_211,1001,1
FL_MIAMI-DADE_545,991,1
FL_CITRUS_301,457,0
FL_ST LUCIE_56,668,1
FL_MIAMI-DADE_282,1340,0
FL_LEE_306,325,0
FL_BROWARD_00R019,2483,0
FL_ST LUCIE_46,442,0
FL_HARDEE_03,1153,1
FL_SARASOTA_529,348,0
FL_MIAMI-DADE_811,1848,1
FL_HILLSBOROUGH_451,1423,0
FL_DUVAL_00704,459,1
FL_PALM BEACH_8943,1934,0
FL_PALM BEACH_5749,2344,1
FL_BROWARD_00H005,2017,0
FL_HILLSBOROUGH_926,2645,0
FL_PINELLAS_342,1224,0
FL_OSCEOLA_4702,2712,1
FL_POLK_106,254,1
FL_OSCEOLA_5011,2006,1
FL_DUVAL_00407,1402,0
FL_PINELLAS_136,1136,1
FL_MADISON_05,1918,1
FL_MIAMI-DADE_226,1887,0
FL_MIAMI-DADE_338,172,1
FL_PALM BEACH_1543,1786,0
FL_BREVARD_216,125,1
FL_MIAMI-DADE_424,369,1
FL_MIAMI-DADE_001,2566,1
FL_BROWARD_00D008,2119,0
FL_PASCO_089,1854,1
FL_ST LUCIE_28,182,0
FL_MIAMI-DADE_898,786,1
FL_HILLSBOROUGH_911,2073,0
FL_ALACHUA_0041,1458,0
FL_MIAMI-DADE_164,2286,0
FL_POLK_520,2191,1
FL_MIAMI-DADE_145,1300,0
FL_PASCO_075,1052,0
FL_ALACHUA_0011,2258,1
FL_PALM BEACH_8618,2104,1
FL_BROWARD_00X025,1175,0
FL_POLK_240,218,1
FL_ORANGE_000633,2403,1
FL_BREVARD_405,871,0
FL_PUTNAM_15,2597,1
FL_MIAMI-DADE_364,553,1
FL_HILLSBOROUGH_161,565,0
FL_PALM BEACH_4505,1210,1
FL_BROWARD_00H007,620,0
FL_MIAMI-DADE_537,2079,0
FL_PUTNAM_01,2311,1
FL_HILLSBOROUGH_851,351,0
FL_ST JOHNS_511,287,1
FL_HILLSBOROUGH_404,2686,1
FL_MANATEE_413,261,0
FL_MIAMI-DADE_257,221,1
FL_PINELLAS_315,1535,1
FL_VOLUSIA_216,2414,0
FL_MIAMI-DADE_777,1086,1
FL_PALM BEACH_8889,773,1
FL_ALACHUA_0033,1369,0
FL_VOLUSIA_310,1888,1
FL_BROWARD_00P002,2661,1
FL_OSCEOLA_1007,1978,1
FL_OSCEOLA_2001,2010,0
FL_PALM BEACH_8688,2320,0
FL_HILLSBOROUGH_763,2002,0
FL_HILLSBOROUGH_344,1566,0
FL_PINELLAS_703,574,1
FL_HILLSBOROUGH_223,1119,0
FL_MIAMI-DADE_931,2182,1
FL_BROWARD_00R008,191,0
FL_ORANGE_000518,1029,0
FL_DUVAL_01003,12,1
FL_ORANGE_000414,1948,0
FL_OKALOOSA_15,2375,0
FL_MIAMI-DADE_285,2301,0
FL_MIAMI-DADE_301,330,1
FL_SEMINOLE_078,1774,1
FL_MIAMI-DADE_365,300,0
FL_MIAMI-DADE_552,256,1
FL_OKALOOSA_29,1740,0
FL_MARION_3090,587,0
FL_FLAGLER_101,546,1
FL_ST LUCIE_43,2205,1
FL_CHARLOTTE_68,1758,1
FL_PALM BEACH_4609,2422,0
FL_MIAMI-DADE_696,2518,0
FL_HILLSBOROUGH_859,1905,1
FL_OKALOOSA_52,1335,1
FL_HILLSBOROUGH_833,616,0
FL_VOLUSIA_601,2595,0
FL_MIAMI-DADE_606,1114,1
FL_MIAMI-DADE_773,115,0
FL_PALM BEACH_7658,2411,1
FL_SEMINOLE_014,338,1
FL_LAKE_0530,1304,0
FL_OSCEOLA_4010,2627,1
FL_CHARLOTTE_45,215,1
FL_PALM BEACH_7407,1792,0
FL_HILLSBOROUGH_459,395,1
FL_PASCO_008,613,1
FL_PALM BEACH_4913,1996,0
FL_OSCEOLA_1101,1028,0
FL_CLAY_610,1577,0
FL_POLK_306,1462,1
FL_BREVARD_404,184,0
FL_BROWARD_00G005,1229,0
FL_POLK_243,1775,0
FL_PALM BEACH_5603,839,1
FL_MIAMI-DADE_543,1992,1
FL_OSCEOLA_4500,2270,0
FL_MIAMI-DADE_816,1615,1
FL_PALM BEACH_1711,2391,1
FL_MONROE_27,704,1
FL_BROWARD_00V006,2224,1
FL_HILLSBOROUGH_891,1871,0
FL_PINELLAS_121,2366,1
FL_DUVAL_00707,946,1
FL_PALM BEACH_3709,469,1
FL_BAY_4,153,0
FL_HILLSBOROUGH_671,2699,1
FL_DUVAL_00601,77,0
FL_CHARLOTTE_31,139,0
FL_VOLUSIA_609,2295,1
FL_POLK_524,771,1
FL_HILLSBOROUGH_983,1676,1
FL_LAKE_0365,977,0
FL_PALM BEACH_8697,1093,1
FL_POLK_509,857,0
FL_PALM BEACH_8724,1205,0
FL_HILLSBOROUGH_954,1578,1
FL_BREVARD_107,28,1
FL_PALM BEACH_5720,1083,0
FL_PALM BEACH_8894,1382,0
FL_BREVARD_104,1624,1
FL_MIAMI-DADE_307,464,1
FL_POLK_126,373,1
FL_BROWARD_00L008,1412,1
FL_HILLSBOROUGH_423,1630,1
FL_INDIAN RIVER_0032,2162,1
FL_BROWARD_00G002,2335,0
FL_ORANGE_000415,2506,0
FL_VOLUSIA_103,568,0
FL_PASCO_025,2168,0
FL_PALM BEACH_8838,1453,0
FL_MIAMI-DADE_119,1270,1
FL_BREVARD_121,814,0
FL_HILLSBOROUGH_359,2381,0
FL_HILLSBOROUGH_813,1485,1
FL_PALM BEACH_7642,2427,1
FL_PASCO_062,515,0
FL_SUWANNEE_0005,884,0
FL_MIAMI-DADE_130,735,1
FL_PALM BEACH_2412,718,0
FL_MIAMI-DADE_901,1072,0
FL_PALM BEACH_8612,1935,0
FL_HILLSBOROUGH_917,2348,0
FL_BROWARD_00A006,779,0
FL_OSCEOLA_4600,2626,0
FL_MIAMI-DADE_961,576,0
FL_ST LUCIE_39,1118,0
FL_PALM BEACH_6806,1962,0
FL_CITRUS_210,253,0
FL_MIAMI-DADE_359,241,1
FL_POLK_527,1811,1
FL_PALM BEACH_1606,2353,0
FL_DUVAL_01408,772,1
FL_LEE_414,1069,0
FL_MIAMI-DADE_694,1702,0
FL_BROWARD_00T016,2128,0
FL_MIAMI-DADE_902,1437,1
FL_POLK_423,501,0
FL_PALM BEACH_6401,1738,1
FL_MIAMI-DADE_136,2406,1
FL_MIAMI-DADE_708,76,0
FL_HILLSBOROUGH_573,2456,1
FL_MIAMI-DADE_769,790,0
FL_CITRUS_403,819,1
FL_BROWARD_00A010,222,0
FL_PALM BEACH_3702,1652,0
FL_LAKE_0100,1904,1
FL_SARASOTA_312,211,0
FL_POLK_210,1982,0
FL_PALM BEACH_8813,1320,1
FL_MANATEE_119,1896,1
FL_POLK_245,1167,0
FL_MIAMI-DADE_342,40,1
FL_POLK_511,240,0
FL_MIAMI-DADE_452,1037,0
FL_ORANGE_000601,2079,1
FL_HILLSBOROUGH_535,1957,1
FL_WALTON_310,758,0
FL_POLK_529,951,1
FL_PINELLAS_201,2677,0
FL_PALM BEACH_8941,1374,1
FL_VOLUSIA_312,2046,1
FL_PINELLAS_710,1073,0
FL_MIAMI-DADE_817,715,0
FL_BREVARD_317,2108,0
FL_ST LUCIE_06,1063,1
FL_PALM BEACH_5712,2399,1
FL_PALM BEACH_8946,1269,0
FL_VOLUSIA_301,2084,1
FL_SEMINOLE_056,1291,0
FL_HILLSBOROUGH_133,2231,1
FL_PASCO_106,2412,0
FL_LAKE_0170,1990,1
FL_PALM BEACH_2430,956,1
FL_MARION_4130,826,1
FL_BROWARD_00C005,780,1
FL_ORANGE_000916,1942,0
FL_PALM BEACH_9408,381,0
FL_ORANGE_000607,202,0
FL_SARASOTA_221,305,1
FL_DESOTO_07,1106,1
FL_LEON_4119,579,1
FL_COLUMBIA_017,1665,0
FL_SANTA ROSA_30,488,0
FL_BREVARD_316,1063,0
FL_DUVAL_01303,1687,1
FL_PALM BEACH_8676,1228,0
FL_PALM BEACH_3712,504,0
FL_PALM BEACH_7653,481,1
FL_CHARLOTTE_17,784,0
FL_BREVARD_313,1725,1
FL_ESCAMBIA_031,2705,1
FL_HILLSBOROUGH_221,2456,0
FL_ORANGE_000114,1614,0
FL_MARION_3020,1858,1
FL_ORANGE_000217,1430,0
FL_MIAMI-DADE_985,2431,0
FL_POLK_535,1708,0
FL_ALACHUA_0056,1727,0
FL_CITRUS_200,157,0
FL_MIAMI-DADE_860,1348,1
FL_HILLSBOROUGH_925,1561,0
FL_CITRUS_109,1406,1
FL_PINELLAS_227,1818,1
FL_PINELLAS_542,397,1
FL_PALM BEACH_1701,247,1
FL_CHARLOTTE_19,2303,0
FL_OSCEOLA_2103,2536,1
FL_LEE_204,252,0
FL_MANATEE_105,1986,0
FL_BROWARD_00C014,55,0
FL_ALACHUA_0027,2408,1
FL_MIAMI-DADE_597,2628,0
FL_MIAMI-DADE_135,25,1
FL_POLK_413,1618,0
FL_BROWARD_00G006,1229,1
FL_PINELLAS_138,1208,1
FL_BROWARD_00R022,2464,1
FL_HIGHLANDS_20,820,1
FL_BROWARD_00M015,1126,0
FL_PINELLAS_346,1283,1
FL_BREVARD_523,2226,0
FL_LAKE_0185,1649,0
FL_BROWARD_00E011,988,1
FL_PINELLAS_603,963,1
FL_MIAMI-DADE_402,1955,1
FL_ORANGE_000210,2507,1
FL_ORANGE_000327,769,0
FL_POLK_301,554,1
FL_PALM BEACH_7644,2103,1
FL_BAY_14,365,1
FL_MIAMI-DADE_847,288,1
FL_BROWARD_00J001,2104,0
FL_PALM BEACH_1707,1945,1
FL_HILLSBOROUGH_860,747,1
FL_PALM BEACH_7605,2028,0
FL_PINELLAS_502,737,1
FL_ST JOHNS_404,1949,0
FL_FLAGLER_103,1562,0
FL_PALM BEACH_8917,915,0
FL_MIAMI-DADE_643,1161,1
FL_ORANGE_000125,1598,1
FL_LEON_2253,1312,1
FL_PALM BEACH_8682,1264,1
FL_PINELLAS_525,1623,1
FL_VOLUSIA_807,1272,0
FL_HILLSBOROUGH_930,1179,0
FL_LEE_207,1536,0
FL_DUVAL_00505,983,0
FL_PALM BEACH_8715,869,1
FL_BROWARD_00D006,1239,1
FL_PINELLAS_614,685,0
FL_BROWARD_00R039,20,1
FL_PINELLAS_610,33,0
FL_ESCAMBIA_021,63,1
FL_INDIAN RIVER_0019,2068,1
FL_PALM BEACH_2418,1803,1
FL_PALM BEACH_8809,1852,0
FL_MARION_2020,960,1
FL_COLLIER_439,729,1
FL_ORANGE_000610,2047,1
FL_PALM BEACH_1526,1371,0
FL_LEE_506,2606,0
FL_ST JOHNS_503,1360,0
FL_OSCEOLA_2500,2380,0
FL_PINELLAS_518,141,1
FL_MIAMI-DADE_846,235,0
FL_PASCO_078,709,0
FL_BROWARD_00W006,2291,1
FL_PUTNAM_24,1668,0
FL_DUVAL_00201,870,0
FL_BROWARD_00M005,1548,1
FL_DUVAL_00611,1558,1
FL_OKALOOSA_24,681,1
FL_PALM BEACH_1603,1198,0
FL_MIAMI-DADE_334,172,0
FL_SEMINOLE_074,338,0
FL_OSCEOLA_5504,2750,0
FL_HILLSBOROUGH_703,1755,0
FL_LEON_2305,1838,1
FL_MARION_1060,407,0
FL_ORANGE_000123,2659,1
FL_LEON_5261,85,1
FL_PALM BEACH_8657,1629,0
FL_PALM BEACH_8693,297,0
FL_GADSDEN_04,2635,0
FL_MIAMI-DADE_419,270,1
FL_MIAMI-DADE_036,358,1
FL_SEMINOLE_013,1050,0
FL_BROWARD_00W009,1277,1
FL_PINELLAS_254,1003,0
FL_CHARLOTTE_35,1503,1
FL_PALM BEACH_5757,466,1
FL_ORANGE_000429,1140,1
FL_HILLSBOROUGH_429,1630,0
FL_MIAMI-DADE_137,2250,1
FL_MIAMI-DADE_905,2522,1
FL_BREVARD_115,28,0
FL_VOLUSIA_512,1059,0
FL_POLK_501,2221,1
FL_HIGHLANDS_25,571,1
FL_BROWARD_00Q042,1477,0
FL_CHARLOTTE_15,238,1
FL_BROWARD_00Q082,2339,1
FL_VOLUSIA_503,2457,1
FL_BROWARD_00L009,1542,0
FL_MIAMI-DADE_559,1211,1
FL_BROWARD_00M004,2378,0
FL_POLK_205,562,1
FL_VOLUSIA_311,788,1
FL_POLK_402,1784,0
FL_PALM BEACH_8850,1662,0
FL_PALM BEACH_5911,2200,0
FL_POLK_332,414,0
FL_PALM BEACH_7421,2589,1
FL_LEON_1503,2366,0
FL_GADSDEN_07,792,1
FL_CHARLOTTE_63,1220,0
FL_POLK_506,874,0
FL_DUVAL_00304,1463,1
FL_BAY_5,1146,1
FL_PALM BEACH_8456,2350,0
FL_HENDRY_009,2607,1
FL_HILLSBOROUGH_569,1164,0
FL_HIGHLANDS_22,2582,0
FL_VOLUSIA_614,2643,1
FL_PINELLAS_155,1513,0
FL_LEE_221,730,1
FL_HILLSBOROUGH_523,1716,1
FL_INDIAN RIVER_0002,2379,1
FL_PALM BEACH_5726,1945,0
FL_HERNANDO_440,723,1
FL_MIAMI-DADE_384,340,0
FL_PALM BEACH_8609,683,0
FL_MIAMI-DADE_177,2548,1
FL_WAKULLA_07,1000,1
FL_HILLSBOROUGH_368,912,1
FL_BROWARD_00Q080,1471,1
FL_BROWARD_00M006,1216,0
FL_CHARLOTTE_16,1238,1
FL_SARASOTA_407,730,0
FL_MARTIN_22,695,1
FL_BROWARD_00A009,2227,1
FL_BREVARD_322,1042,0
FL_MANATEE_507,994,1
FL_SARASOTA_411,1006,1
FL_BROWARD_00J008,209,1
FL_HILLSBOROUGH_577,1474,1
FL_LEON_5207,1790,0
FL_PALM BEACH_6417,1332,0
FL_MIAMI-DADE_508,2434,1
FL_BREVARD_200,855,1
FL_MIAMI-DADE_948,2014,1
FL_PINELLAS_330,2558,0
FL_BROWARD_00Q010,1206,1
FL_VOLUSIA_808,284,1
FL_POLK_222,1244,1
FL_LEE_511,62,1
FL_BREVARD_306,2287,1
FL_MIAMI-DADE_114,1729,0
FL_LEE_119,2207,0
FL_LEE_302,656,1
FL_MIAMI-DADE_422,495,1
FL_PALM BEACH_5912,1279,1
FL_BROWARD_00Q051,1557,1
FL_SEMINOLE_041,212,0
FL_PINELLAS_309,162,0
FL_PASCO_101,417,0
FL_PUTNAM_37,2154,0
FL_MIAMI-DADE_626,2552,1
FL_HILLSBOROUGH_966,2577,1
FL_PASCO_049,233,0
FL_BROWARD_00R006,1096,1
FL_PALM BEACH_4624,1465,0
FL_ORANGE_000118,1980,1
FL_LEON_1507,2563,0
FL_HARDEE_12,1663,1
FL_ST LUCIE_18,124,0
FL_HILLSBOROUGH_811,1123,1
FL_BROWARD_00U004,601,1
FL_OKALOOSA_25,206,1
FL_MIAMI-DADE_344,430,1
FL_PINELLAS_512,2559,0
FL_LAKE_0155,1517,1
FL_VOLUSIA_212,1726,1
FL_POLK_116,736,1
FL_PALM BEACH_3502,514,1
FL_MIAMI-DADE_916,2562,1
FL_PASCO_013,2125,0
FL_PINELLAS_511,2390,1
FL_HILLSBOROUGH_591,1485,0
FL_MIAMI-DADE_960,2097,1
FL_COLLIER_304,117,0
FL_PALM BEACH_8604,2631,1
FL_MIAMI-DADE_821,1108,0
FL_BROWARD_00V018,1777,0
FL_HILLSBOROUGH_510,452,0
FL_ESCAMBIA_051,899,1
FL_PINELLAS_523,934,0
FL_OSCEOLA_5010,2526,0
FL_MIAMI-DADE_221,454,0
FL_POLK_115,2050,0
FL_BROWARD_00H003,1412,0
FL_VOLUSIA_412,15,1
FL_HILLSBOROUGH_879,351,1
FL_MANATEE_117,193,0
FL_PALM BEACH_1605,1198,1
FL_DUVAL_00804,140,0
FL_PINELLAS_256,854,1
FL_HARDEE_10,2372,1
FL_POLK_540,1192,0
FL_BROWARD_00C008,652,1
FL_BROWARD_00A004,2020,0
FL_OKALOOSA_12,2486,1
FL_HILLSBOROUGH_991,2296,0
FL_ST LUCIE_73,482,0
FL_MONROE_11,2123,0
FL_PALM BEACH_8841,171,1
FL_ORANGE_000406,82,1
FL_MARION_3150,2338,1
FL_MIAMI-DADE_829,1459,1
FL_HILLSBOROUGH_627,2448,1
FL_COLLIER_594,2702,0
FL_ORANGE_000431,2041,0
FL_BREVARD_421,1635,1
FL_CLAY_204,1998,1
FL_LEE_303,536,1
FL_SEMINOLE_024,65,1
FL_PALM BEACH_8895,890,1
FL_VOLUSIA_801,612,1
FL_HIGHLANDS_15,967,0
FL_VOLUSIA_416,2151,0
FL_GADSDEN_23,2588,1
FL_SARASOTA_209,2556,1
FL_BREVARD_302,698,0
FL_ST JOHNS_508,2034,0
FL_PINELLAS_624,80,0
FL_ST LUCIE_86,120,1
FL_PALM BEACH_1524,1637,1
FL_PALM BEACH_1501,1093,0
FL_PALM BEACH_9424,381,1
FL_CLAY_702,775,0
FL_PINELLAS_139,1488,0
FL_PALM BEACH_4608,2420,0
FL_PINELLAS_159,1327,0
FL_MIAMI-DADE_259,1268,0
FL_POLK_208,995,1
FL_OSCEOLA_1008,2714,1
FL_DUVAL_01301,1940,0
FL_SUWANNEE_0001,2310,1
FL_MIAMI-DADE_469,231,0
FL_ORANGE_000545,1429,0
FL_CITRUS_400,558,0
FL_DUVAL_01410,772,0
FL_MIAMI-DADE_748,483,1
FL_ORANGE_000234,754,0
FL_MONROE_13,2617,0
FL_PALM BEACH_8738,2634,1
FL_PASCO_080,1017,1
FL_BROWARD_00M018,1202,1
FL_LAKE_0460,592,1
FL_MANATEE_205,1878,1
FL_HILLSBOROUGH_209,2032,1
FL_PALM BEACH_8475,1102,0
FL_ORANGE_000634,1769,1
FL_OKALOOSA_51,569,0
FL_BROWARD_00M012,678,1
FL_MIAMI-DADE_570,559,0
FL_MIAMI-DADE_462,2000,0
FL_ORANGE_000621,851,0
FL_ESCAMBIA_061,2139,1
FL_BREVARD_240,610,0
FL_HILLSBOROUGH_828,1456,1
FL_LEON_5205,821,1
FL_SEMINOLE_065,733,1
FL_MIAMI-DADE_343,2169,1
FL_LAKE_0515,1858,0
FL_MONROE_14,1130,0
FL_HILLSBOROUGH_901,2042,0
FL_COLLIER_502,1833,0
FL_PINELLAS_604,2007,0
FL_CITRUS_302,13,1
FL_BREVARD_303,1101,1
FL_SUMTER_124,684,1
FL_PALM BEACH_1521,1373,1
FL_MIAMI-DADE_125,2451,1
FL_PALM BEACH_4622,1997,1
FL_CLAY_406,690,1
FL_MIAMI-DADE_323,828,0
FL_SUMTER_115,1125,1
FL_ORANGE_000411,1363,1
FL_MIAMI-DADE_510,1196,1
FL_MIAMI-DADE_910,561,1
FL_OSCEOLA_1003,2472,1
FL_PASCO_076,1274,1
FL_DUVAL_00907,713,0
FL_PASCO_102,761,0
FL_INDIAN RIVER_0017,734,0
FL_ST LUCIE_16,1736,0
FL_ESCAMBIA_071,2088,0
FL_MIAMI-DADE_971,696,0
FL_HENDRY_010,2523,1
FL_MIAMI-DADE_149,2284,0
FL_PALM BEACH_8614,1205,1
FL_HILLSBOROUGH_750,1723,0
FL_ST JOHNS_310,1186,1
FL_MIAMI-DADE_770,2367,1
FL_HILLSBOROUGH_765,687,0
FL_PALM BEACH_8713,314,1
FL_JACKSON_12,1010,1
FL_MIAMI-DADE_024,2262,1
FL_SUWANNEE_0003,23,1
FL_MIAMI-DADE_532,2236,1
FL_ESCAMBIA_062,1642,0
FL_POLK_221,935,0
FL_LEON_5224,803,0
FL_POLK_519,2143,0
FL_MANATEE_225,746,1
FL_OSCEOLA_1521,2541,1
FL_PALM BEACH_1506,1696,1
FL_HENDRY_007,2644,0
FL_PALM BEACH_9405,2469,1
FL_HIGHLANDS_16,1218,0
FL_HILLSBOROUGH_753,2300,0
FL_MIAMI-DADE_362,39,1
FL_HILLSBOROUGH_317,1566,1
FL_PALM BEACH_7404,1009,0
FL_ORANGE_000428,1140,0
FL_PINELLAS_516,1611,0
FL_HILLSBOROUGH_434,2489,1
FL_LEON_1502,1651,0
FL_PALM BEACH_6411,1332,1
FL_DUVAL_00710,946,0
FL_LAKE_0210,1176,0
FL_BAY_11A,2665,0
FL_CLAY_128,2213,0
FL_PALM BEACH_2405,10,1
FL_CITRUS_407,776,0
FL_ESCAMBIA_095,757,0
FL_ORANGE_000341,2118,1
FL_PASCO_105,709,1
FL_PALM BEACH_8730,2230,0
FL_HILLSBOROUGH_348,2413,0
FL_MARION_4000,265,0
FL_DUVAL_01108,1927,1
FL_ORANGE_000134,2099,1
FL_COLLIER_313,1924,0
FL_CITRUS_405,457,1
FL_ORANGE_000517,274,1
FL_POLK_219,1763,0
FL_POLK_111,732,1
FL_COLLIER_464,187,1
FL_MARION_3170,2283,0
FL_BREVARD_108,1252,0
FL_OKALOOSA_10,2202,1
FL_PALM BEACH_8896,1294,1
FL_MANATEE_509,1027,0
FL_PALM BEACH_7420,1922,0
FL_PINELLAS_151,1488,1
FL_MIAMI-DADE_958,2568,1
FL_PASCO_046,437,0
FL_CHARLOTTE_24,721,1
FL_BREVARD_406,333,1
FL_MARION_3070,207,0
FL_PALM BEACH_6413,1849,0
FL_BROWARD_00T003,1173,0
FL_ALACHUA_0047,2275,1
FL_VOLUSIA_716,557,0
FL_DUVAL_00102,1433,1
FL_SEMINOLE_057,471,0
FL_DUVAL_00306,2458,1
FL_OKALOOSA_26,910,1
FL_POLK_250,1298,1
FL_PALM BEACH_5729,2462,1
FL_COLLIER_323,2166,1
FL_HILLSBOROUGH_525,1901,0
FL_MIAMI-DADE_890,1336,1
FL_MONROE_06,2021,0
FL_PALM BEACH_8734,2031,0
FL_BROWARD_00W010,2014,0
FL_MIAMI-DADE_556,1715,1
FL_OKEECHOBEE_04,1939,1
FL_PINELLAS_406,106,1
FL_MIAMI-DADE_148,1766,1
FL_PASCO_051,547,1
FL_HILLSBOROUGH_539,1292,0
FL_COLLIER_310,1203,1
FL_HILLSBOROUGH_506,1353,1
FL_MIAMI-DADE_718,464,0
FL_ST JOHNS_303,2252,1
FL_MIAMI-DADE_983,1438,0
FL_HILLSBOROUGH_500,1901,1
FL_PINELLAS_238,1323,0
FL_PASCO_113,1632,0
FL_PINELLAS_153,895,1
FL_BROWARD_00J002,1762,0
FL_POLK_340,2281,1
FL_PALM BEACH_8954,1551,1
FL_MONROE_17,1097,1
FL_DUVAL_01201,1795,0
FL_PALM BEACH_2429,2364,1
FL_MIAMI-DADE_519,1764,1
FL_PINELLAS_510,1673,0
FL_SEMINOLE_070,65,0
FL_HILLSBOROUGH_769,1356,0
FL_MIAMI-DADE_586,2550,1
FL_OSCEOLA_1520,2179,1
FL_OKALOOSA_43,206,0
FL_BROWARD_00N001,2291,0
FL_LEE_408,2363,0
FL_MIAMI-DADE_827,866,0
FL_HILLSBOROUGH_232,1543,0
FL_LEE_311,1095,1
FL_ORANGE_000423,1707,0
FL_DUVAL_00405,1894,1
FL_BREVARD_307,729,0
FL_DUVAL_00202,1549,1
FL_CHARLOTTE_66,1581,1
FL_LAKE_0325,475,0
FL_CHARLOTTE_29,522,0
FL_PALM BEACH_8605,905,1
FL_SEMINOLE_012,1121,1
FL_BROWARD_00L006,20,0
FL_ALACHUA_0018,389,0
FL_PALM BEACH_7406,1009,1
FL_MIAMI-DADE_607,753,0
FL_CHARLOTTE_10,1514,0
FL_DUVAL_01209,2532,1
FL_SEMINOLE_052,1943,1
FL_HERNANDO_120,73,1
FL_VOLUSIA_507,1893,0
FL_PALM BEACH_4613,2672,0
FL_LEON_3457,278,0
FL_HILLSBOROUGH_959,2211,0
FL_POLK_544,2488,1
FL_PALM BEACH_2417,1520,1
FL_BREVARD_309,2405,0
FL_ORANGE_000334,1214,1
FL_MONROE_10,1495,1
FL_MIAMI-DADE_133,2502,0
FL_HILLSBOROUGH_751,744,0
FL_ST LUCIE_23,2,1
FL_LAKE_0555,2238,0
FL_POLK_333,2016,1
FL_POLK_401,1903,0
FL_ORANGE_000911,2732,0
FL_HILLSBOROUGH_589,2438,0
FL_LEON_4455,229,1
FL_SARASOTA_501,1149,0
FL_OSCEOLA_5701,2601,0
FL_MIAMI-DADE_139,1690,1
FL_PALM BEACH_8832,2096,1
FL_DUVAL_00402,1482,1
FL_BROWARD_00J003,2517,1
FL_MIAMI-DADE_665,2464,0
FL_CLAY_112,1432,0
FL_PASCO_095,1251,1
FL_HILLSBOROUGH_820,2265,1
FL_BROWARD_00J005,1902,1
FL_MARION_0004,429,0
FL_ORANGE_000128,2325,1
FL_MIAMI-DADE_525,1567,0
FL_BROWARD_00F003,534,1
FL_GILCHRIST_04A,81,0
FL_JACKSON_07,907,1
FL_MIAMI-DADE_765,1344,1
FL_PALM BEACH_1512,2589,0
FL_ORANGE_000215,386,1
FL_BROWARD_00A015,1946,1
FL_VOLUSIA_714,738,1
FL_BROWARD_00Z002,1570,0
FL_HILLSBOROUGH_566,2161,0
FL_OSCEOLA_3000,2263,0
FL_PASCO_045,1027,1
FL_MIAMI-DADE_792,279,1
FL_BROWARD_00Q093,894,0
FL_MIAMI-DADE_414,188,1
FL_ST JOHNS_409,2210,0
FL_MIAMI-DADE_218,2109,0
FL_HILLSBOROUGH_807,618,1
FL_PINELLAS_520,1224,1
FL_HILLSBOROUGH_981,643,1
FL_MIAMI-DADE_182,1682,0
FL_PINELLAS_345,31,1
FL_PASCO_031,1349,1
FL_ST LUCIE_53,482,1
FL_SUMTER_117,1831,1
FL_OSCEOLA_1002,2120,0
FL_PALM BEACH_4906,1866,0
FL_PINELLAS_521,815,1
FL_MARION_2000,1235,0
FL_MIAMI-DADE_577,2318,0
FL_SARASOTA_314,132,0
FL_PASCO_097,922,0
FL_PALM BEACH_7408,1498,1
FL_SEMINOLE_055,685,1
FL_VOLUSIA_408,1900,1
FL_MIAMI-DADE_600,2171,1
FL_HILLSBOROUGH_656,2624,0
FL_PINELLAS_206,1065,1
FL_PALM BEACH_7415,2023,0
FL_ST LUCIE_82,688,1
FL_PALM BEACH_8659,1269,1
FL_SANTA ROSA_02,273,0
FL_VOLUSIA_514,877,1
FL_CITRUS_110,1699,0
FL_MIAMI-DADE_726,543,1
FL_VOLUSIA_603,1407,0
FL_HILLSBOROUGH_374,2481,0
FL_PALM BEACH_8805,179,1
FL_CITRUS_108,253,1
FL_HILLSBOROUGH_802,1550,1
FL_POLK_225,104,0
FL_PALM BEACH_8716,1410,1
FL_SEMINOLE_016,930,0
